TaskID,TaskType,ArrivalHour,GPU_Demand,EstimatedDuration_min,DelaySensitivity,SourceRegion,MaxLatency_ms,LatestFinishHour,EarliestStartHour,ExecutionMode,Duration_h,FinishIfArrival
25022,BatchInference,848,21,177,Medium,RegionD,80,2406,848,NonPreemptive,2.95,850.95
25023,AITraining,429,116,394,Low,RegionF,150,2406,429,NonPreemptive,6.566666666666666,435.56666666666666
25024,RealTimeInference,1966,2,395,High,RegionA,20,1973,1966,NonPreemptive,6.583333333333333,1972.5833333333333
25025,RealTimeInference,2157,1,269,High,RegionA,20,2162,2157,NonPreemptive,4.483333333333333,2161.483333333333
25026,BatchInference,2301,16,221,Medium,RegionB,80,2406,2301,NonPreemptive,3.683333333333333,2304.6833333333334
25027,BatchInference,2126,6,281,Medium,RegionC,80,2406,2126,NonPreemptive,4.683333333333334,2130.6833333333334
25028,RealTimeInference,1964,3,146,High,RegionB,20,1967,1964,NonPreemptive,2.433333333333333,1966.4333333333334
25029,AITraining,694,98,216,Low,RegionF,150,2406,694,NonPreemptive,3.6,697.6
25030,RealTimeInference,922,5,14,High,RegionE,20,923,922,NonPreemptive,0.23333333333333334,922.2333333333333
25031,RealTimeInference,1737,5,292,High,RegionA,20,1742,1737,NonPreemptive,4.866666666666666,1741.8666666666666
25032,AITraining,2268,60,99,Low,RegionD,150,2406,2268,NonPreemptive,1.65,2269.65
25033,RealTimeInference,575,4,41,High,RegionB,20,576,575,NonPreemptive,0.6833333333333333,575.6833333333333
25034,BatchInference,221,10,39,Medium,RegionD,80,2406,221,NonPreemptive,0.65,221.65
25035,AITraining,26,68,18,Low,RegionE,150,2406,26,NonPreemptive,0.3,26.3
25036,AITraining,856,113,379,Low,RegionF,150,2406,856,NonPreemptive,6.316666666666666,862.3166666666667
25037,BatchInference,276,17,163,Medium,RegionA,80,2406,276,NonPreemptive,2.716666666666667,278.71666666666664
25038,BatchInference,437,22,110,Medium,RegionA,80,2406,437,NonPreemptive,1.8333333333333333,438.8333333333333
25039,AITraining,949,25,289,Low,RegionD,150,2406,949,NonPreemptive,4.816666666666666,953.8166666666667
25040,RealTimeInference,1839,1,99,High,RegionB,20,1841,1839,NonPreemptive,1.65,1840.65
25041,AITraining,1235,16,116,Low,RegionE,150,2406,1235,NonPreemptive,1.9333333333333333,1236.9333333333334
25042,BatchInference,2230,17,292,Medium,RegionE,80,2406,2230,NonPreemptive,4.866666666666666,2234.866666666667
25043,AITraining,1009,122,353,Low,RegionF,150,2406,1009,NonPreemptive,5.883333333333334,1014.8833333333333
25044,AITraining,12,119,304,Low,RegionB,150,2406,12,NonPreemptive,5.066666666666666,17.066666666666666
25045,RealTimeInference,1819,5,367,High,RegionA,20,1826,1819,NonPreemptive,6.116666666666666,1825.1166666666666
25046,AITraining,1139,51,270,Low,RegionD,150,2406,1139,NonPreemptive,4.5,1143.5
25047,AITraining,1792,96,281,Low,RegionE,150,2406,1792,NonPreemptive,4.683333333333334,1796.6833333333334
25048,AITraining,947,103,190,Low,RegionE,150,2406,947,NonPreemptive,3.1666666666666665,950.1666666666666
25049,AITraining,505,29,294,Low,RegionF,150,2406,505,NonPreemptive,4.9,509.9
25050,RealTimeInference,914,4,206,High,RegionF,20,918,914,NonPreemptive,3.433333333333333,917.4333333333333
25051,RealTimeInference,1824,2,113,High,RegionA,20,1826,1824,NonPreemptive,1.8833333333333333,1825.8833333333334
25052,RealTimeInference,1024,6,112,High,RegionA,20,1026,1024,NonPreemptive,1.8666666666666667,1025.8666666666666
25053,AITraining,1091,24,344,Low,RegionD,150,2406,1091,NonPreemptive,5.733333333333333,1096.7333333333333
25054,BatchInference,692,12,187,Medium,RegionD,80,2406,692,NonPreemptive,3.1166666666666667,695.1166666666667
25055,BatchInference,1500,17,170,Medium,RegionE,80,2406,1500,NonPreemptive,2.8333333333333335,1502.8333333333333
25056,BatchInference,1263,22,106,Medium,RegionF,80,2406,1263,NonPreemptive,1.7666666666666666,1264.7666666666667
25057,RealTimeInference,1800,6,397,High,RegionA,20,1807,1800,NonPreemptive,6.616666666666666,1806.6166666666666
25058,BatchInference,62,19,372,Medium,RegionB,80,2406,62,NonPreemptive,6.2,68.2
25059,RealTimeInference,1314,7,178,High,RegionB,20,1317,1314,NonPreemptive,2.966666666666667,1316.9666666666667
25060,RealTimeInference,1458,2,167,High,RegionB,20,1461,1458,NonPreemptive,2.783333333333333,1460.7833333333333
25061,BatchInference,2079,17,236,Medium,RegionD,80,2406,2079,NonPreemptive,3.933333333333333,2082.9333333333334
25062,AITraining,533,125,358,Low,RegionF,150,2406,533,NonPreemptive,5.966666666666667,538.9666666666667
25063,RealTimeInference,1080,2,59,High,RegionF,20,1081,1080,NonPreemptive,0.9833333333333333,1080.9833333333333
25064,AITraining,414,83,340,Low,RegionC,150,2406,414,NonPreemptive,5.666666666666667,419.6666666666667
25065,AITraining,509,94,256,Low,RegionD,150,2406,509,NonPreemptive,4.266666666666667,513.2666666666667
25066,AITraining,112,102,197,Low,RegionD,150,2406,112,NonPreemptive,3.283333333333333,115.28333333333333
25067,AITraining,2274,65,106,Low,RegionE,150,2406,2274,NonPreemptive,1.7666666666666666,2275.766666666667
25068,RealTimeInference,2312,5,186,High,RegionC,20,2316,2312,NonPreemptive,3.1,2315.1
25069,AITraining,951,127,219,Low,RegionF,150,2406,951,NonPreemptive,3.65,954.65
25070,AITraining,1318,89,336,Low,RegionA,150,2406,1318,NonPreemptive,5.6,1323.6
25071,RealTimeInference,558,7,274,High,RegionA,20,563,558,NonPreemptive,4.566666666666666,562.5666666666667
25072,AITraining,2191,79,350,Low,RegionD,150,2406,2191,NonPreemptive,5.833333333333333,2196.8333333333335
25073,BatchInference,2015,8,307,Medium,RegionC,80,2406,2015,NonPreemptive,5.116666666666666,2020.1166666666666
25074,BatchInference,2266,16,126,Medium,RegionD,80,2406,2266,NonPreemptive,2.1,2268.1
25075,RealTimeInference,1395,2,354,High,RegionC,20,1401,1395,NonPreemptive,5.9,1400.9
25076,AITraining,1991,50,369,Low,RegionF,150,2406,1991,NonPreemptive,6.15,1997.15
25077,AITraining,1450,104,116,Low,RegionC,150,2406,1450,NonPreemptive,1.9333333333333333,1451.9333333333334
25078,RealTimeInference,1902,6,58,High,RegionA,20,1903,1902,NonPreemptive,0.9666666666666667,1902.9666666666667
25079,RealTimeInference,1520,4,74,High,RegionB,20,1522,1520,NonPreemptive,1.2333333333333334,1521.2333333333333
25080,BatchInference,1207,21,358,Medium,RegionD,80,2406,1207,NonPreemptive,5.966666666666667,1212.9666666666667
25081,RealTimeInference,1315,6,171,High,RegionC,20,1318,1315,NonPreemptive,2.85,1317.85
25082,RealTimeInference,886,6,24,High,RegionC,20,887,886,NonPreemptive,0.4,886.4
25083,AITraining,136,52,274,Low,RegionA,150,2406,136,NonPreemptive,4.566666666666666,140.56666666666666
25084,BatchInference,66,21,55,Medium,RegionA,80,2406,66,NonPreemptive,0.9166666666666666,66.91666666666667
25085,BatchInference,1683,13,312,Medium,RegionB,80,2406,1683,NonPreemptive,5.2,1688.2
25086,BatchInference,2021,21,217,Medium,RegionC,80,2406,2021,NonPreemptive,3.6166666666666667,2024.6166666666666
25087,RealTimeInference,1644,3,192,High,RegionB,20,1648,1644,NonPreemptive,3.2,1647.2
25088,RealTimeInference,954,7,254,High,RegionC,20,959,954,NonPreemptive,4.233333333333333,958.2333333333333
25089,RealTimeInference,409,4,82,High,RegionE,20,411,409,NonPreemptive,1.3666666666666667,410.3666666666667
25090,AITraining,282,127,297,Low,RegionB,150,2406,282,NonPreemptive,4.95,286.95
25091,AITraining,1764,72,31,Low,RegionD,150,2406,1764,NonPreemptive,0.5166666666666667,1764.5166666666667
25092,AITraining,382,60,92,Low,RegionD,150,2406,382,NonPreemptive,1.5333333333333334,383.53333333333336
25093,RealTimeInference,1361,2,14,High,RegionB,20,1362,1361,NonPreemptive,0.23333333333333334,1361.2333333333333
25094,BatchInference,902,23,29,Medium,RegionD,80,2406,902,NonPreemptive,0.48333333333333334,902.4833333333333
25095,RealTimeInference,1003,5,345,High,RegionC,20,1009,1003,NonPreemptive,5.75,1008.75
25096,BatchInference,841,5,202,Medium,RegionA,80,2406,841,NonPreemptive,3.3666666666666667,844.3666666666667
25097,AITraining,467,20,288,Low,RegionD,150,2406,467,NonPreemptive,4.8,471.8
25098,RealTimeInference,1047,5,13,High,RegionA,20,1048,1047,NonPreemptive,0.21666666666666667,1047.2166666666667
25099,AITraining,233,52,243,Low,RegionD,150,2406,233,NonPreemptive,4.05,237.05
25100,RealTimeInference,1997,5,291,High,RegionB,20,2002,1997,NonPreemptive,4.85,2001.85
25101,BatchInference,316,10,247,Medium,RegionE,80,2406,316,NonPreemptive,4.116666666666666,320.1166666666667
25102,BatchInference,34,14,187,Medium,RegionF,80,2406,34,NonPreemptive,3.1166666666666667,37.11666666666667
25103,RealTimeInference,1989,1,231,High,RegionA,20,1993,1989,NonPreemptive,3.85,1992.85
25104,AITraining,865,87,223,Low,RegionD,150,2406,865,NonPreemptive,3.716666666666667,868.7166666666667
25105,RealTimeInference,1696,5,102,High,RegionB,20,1698,1696,NonPreemptive,1.7,1697.7
25106,RealTimeInference,2205,5,264,High,RegionB,20,2210,2205,NonPreemptive,4.4,2209.4
25107,AITraining,561,78,335,Low,RegionE,150,2406,561,NonPreemptive,5.583333333333333,566.5833333333334
25108,RealTimeInference,59,7,353,High,RegionC,20,65,59,NonPreemptive,5.883333333333334,64.88333333333334
25109,BatchInference,1519,11,166,Medium,RegionF,80,2406,1519,NonPreemptive,2.7666666666666666,1521.7666666666667
25110,AITraining,530,67,359,Low,RegionC,150,2406,530,NonPreemptive,5.983333333333333,535.9833333333333
25111,RealTimeInference,1953,3,110,High,RegionA,20,1955,1953,NonPreemptive,1.8333333333333333,1954.8333333333333
25112,RealTimeInference,395,3,158,High,RegionB,20,398,395,NonPreemptive,2.6333333333333333,397.6333333333333
25113,BatchInference,747,11,78,Medium,RegionD,80,2406,747,NonPreemptive,1.3,748.3
25114,BatchInference,1838,6,172,Medium,RegionE,80,2406,1838,NonPreemptive,2.8666666666666667,1840.8666666666666
25115,AITraining,1222,98,162,Low,RegionF,150,2406,1222,NonPreemptive,2.7,1224.7
25116,RealTimeInference,1222,2,40,High,RegionA,20,1223,1222,NonPreemptive,0.6666666666666666,1222.6666666666667
25117,BatchInference,2289,4,218,Medium,RegionB,80,2406,2289,NonPreemptive,3.6333333333333333,2292.633333333333
25118,BatchInference,1958,23,314,Medium,RegionB,80,2406,1958,NonPreemptive,5.233333333333333,1963.2333333333333
25119,RealTimeInference,603,6,315,High,RegionB,20,609,603,NonPreemptive,5.25,608.25
25120,BatchInference,1315,17,317,Medium,RegionD,80,2406,1315,NonPreemptive,5.283333333333333,1320.2833333333333
25121,RealTimeInference,1739,3,379,High,RegionC,20,1746,1739,NonPreemptive,6.316666666666666,1745.3166666666666
25122,BatchInference,550,4,154,Medium,RegionF,80,2406,550,NonPreemptive,2.566666666666667,552.5666666666667
25123,AITraining,98,19,65,Low,RegionC,150,2406,98,NonPreemptive,1.0833333333333333,99.08333333333333
25124,BatchInference,896,15,223,Medium,RegionB,80,2406,896,NonPreemptive,3.716666666666667,899.7166666666667
25125,BatchInference,1806,15,391,Medium,RegionC,80,2406,1806,NonPreemptive,6.516666666666667,1812.5166666666667
25126,AITraining,490,126,113,Low,RegionE,150,2406,490,NonPreemptive,1.8833333333333333,491.8833333333333
25127,RealTimeInference,99,5,136,High,RegionC,20,102,99,NonPreemptive,2.2666666666666666,101.26666666666667
25128,BatchInference,650,9,42,Medium,RegionF,80,2406,650,NonPreemptive,0.7,650.7
25129,AITraining,140,93,45,Low,RegionA,150,2406,140,NonPreemptive,0.75,140.75
25130,AITraining,1415,33,316,Low,RegionD,150,2406,1415,NonPreemptive,5.266666666666667,1420.2666666666667
25131,BatchInference,2247,11,275,Medium,RegionB,80,2406,2247,NonPreemptive,4.583333333333333,2251.5833333333335
25132,AITraining,92,124,58,Low,RegionD,150,2406,92,NonPreemptive,0.9666666666666667,92.96666666666667
25133,RealTimeInference,1285,2,367,High,RegionB,20,1292,1285,NonPreemptive,6.116666666666666,1291.1166666666666
25134,AITraining,1314,38,310,Low,RegionF,150,2406,1314,NonPreemptive,5.166666666666667,1319.1666666666667
25135,RealTimeInference,2200,6,320,High,RegionE,20,2206,2200,NonPreemptive,5.333333333333333,2205.3333333333335
25136,RealTimeInference,2328,4,214,High,RegionA,20,2332,2328,NonPreemptive,3.566666666666667,2331.5666666666666
25137,AITraining,1697,53,159,Low,RegionD,150,2406,1697,NonPreemptive,2.65,1699.65
25138,AITraining,1077,120,140,Low,RegionD,150,2406,1077,NonPreemptive,2.3333333333333335,1079.3333333333333
25139,BatchInference,1318,22,384,Medium,RegionD,80,2406,1318,NonPreemptive,6.4,1324.4
25140,BatchInference,1337,8,43,Medium,RegionD,80,2406,1337,NonPreemptive,0.7166666666666667,1337.7166666666667
25141,AITraining,1829,26,80,Low,RegionF,150,2406,1829,NonPreemptive,1.3333333333333333,1830.3333333333333
25142,AITraining,2206,51,193,Low,RegionA,150,2406,2206,NonPreemptive,3.216666666666667,2209.2166666666667
25143,RealTimeInference,1831,5,358,High,RegionA,20,1837,1831,NonPreemptive,5.966666666666667,1836.9666666666667
25144,BatchInference,1205,13,363,Medium,RegionB,80,2406,1205,NonPreemptive,6.05,1211.05
25145,RealTimeInference,137,7,29,High,RegionB,20,138,137,NonPreemptive,0.48333333333333334,137.48333333333332
25146,BatchInference,1066,5,43,Medium,RegionD,80,2406,1066,NonPreemptive,0.7166666666666667,1066.7166666666667
25147,RealTimeInference,1480,3,228,High,RegionC,20,1484,1480,NonPreemptive,3.8,1483.8
25148,RealTimeInference,1515,2,234,High,RegionE,20,1519,1515,NonPreemptive,3.9,1518.9
25149,AITraining,1334,54,181,Low,RegionB,150,2406,1334,NonPreemptive,3.0166666666666666,1337.0166666666667
25150,BatchInference,1983,7,226,Medium,RegionB,80,2406,1983,NonPreemptive,3.7666666666666666,1986.7666666666667
25151,BatchInference,39,10,339,Medium,RegionB,80,2406,39,NonPreemptive,5.65,44.65
25152,AITraining,713,89,289,Low,RegionE,150,2406,713,NonPreemptive,4.816666666666666,717.8166666666667
25153,RealTimeInference,479,4,68,High,RegionC,20,481,479,NonPreemptive,1.1333333333333333,480.1333333333333
25154,AITraining,1612,60,231,Low,RegionF,150,2406,1612,NonPreemptive,3.85,1615.85
25155,AITraining,2041,106,195,Low,RegionA,150,2406,2041,NonPreemptive,3.25,2044.25
25156,BatchInference,994,5,281,Medium,RegionA,80,2406,994,NonPreemptive,4.683333333333334,998.6833333333333
25157,RealTimeInference,98,3,306,High,RegionA,20,104,98,NonPreemptive,5.1,103.1
25158,RealTimeInference,917,4,89,High,RegionB,20,919,917,NonPreemptive,1.4833333333333334,918.4833333333333
25159,BatchInference,321,17,48,Medium,RegionD,80,2406,321,NonPreemptive,0.8,321.8
25160,BatchInference,136,4,82,Medium,RegionE,80,2406,136,NonPreemptive,1.3666666666666667,137.36666666666667
25161,BatchInference,2207,14,243,Medium,RegionF,80,2406,2207,NonPreemptive,4.05,2211.05
25162,RealTimeInference,1587,3,299,High,RegionA,20,1592,1587,NonPreemptive,4.983333333333333,1591.9833333333333
25163,AITraining,1960,65,23,Low,RegionD,150,2406,1960,NonPreemptive,0.38333333333333336,1960.3833333333334
25164,RealTimeInference,2338,1,187,High,RegionB,20,2342,2338,NonPreemptive,3.1166666666666667,2341.116666666667
25165,RealTimeInference,1043,7,246,High,RegionB,20,1048,1043,NonPreemptive,4.1,1047.1
25166,BatchInference,1775,17,229,Medium,RegionD,80,2406,1775,NonPreemptive,3.816666666666667,1778.8166666666666
25167,BatchInference,1267,18,193,Medium,RegionE,80,2406,1267,NonPreemptive,3.216666666666667,1270.2166666666667
25168,AITraining,1054,125,56,Low,RegionF,150,2406,1054,NonPreemptive,0.9333333333333333,1054.9333333333334
25169,RealTimeInference,200,6,203,High,RegionA,20,204,200,NonPreemptive,3.3833333333333333,203.38333333333333
25170,RealTimeInference,164,6,84,High,RegionA,20,166,164,NonPreemptive,1.4,165.4
25171,BatchInference,153,4,287,Medium,RegionC,80,2406,153,NonPreemptive,4.783333333333333,157.78333333333333
25172,RealTimeInference,1199,1,242,High,RegionB,20,1204,1199,NonPreemptive,4.033333333333333,1203.0333333333333
25173,AITraining,1688,62,379,Low,RegionE,150,2406,1688,NonPreemptive,6.316666666666666,1694.3166666666666
25174,BatchInference,1469,7,397,Medium,RegionF,80,2406,1469,NonPreemptive,6.616666666666666,1475.6166666666666
25175,BatchInference,1892,15,264,Medium,RegionA,80,2406,1892,NonPreemptive,4.4,1896.4
25176,BatchInference,2164,21,282,Medium,RegionB,80,2406,2164,NonPreemptive,4.7,2168.7
25177,RealTimeInference,1211,5,245,High,RegionB,20,1216,1211,NonPreemptive,4.083333333333333,1215.0833333333333
25178,AITraining,2193,61,230,Low,RegionE,150,2406,2193,NonPreemptive,3.8333333333333335,2196.8333333333335
25179,BatchInference,1437,18,275,Medium,RegionD,80,2406,1437,NonPreemptive,4.583333333333333,1441.5833333333333
25180,RealTimeInference,1479,6,323,High,RegionC,20,1485,1479,NonPreemptive,5.383333333333334,1484.3833333333334
25181,BatchInference,77,8,148,Medium,RegionF,80,2406,77,NonPreemptive,2.466666666666667,79.46666666666667
25182,BatchInference,2259,6,351,Medium,RegionA,80,2406,2259,NonPreemptive,5.85,2264.85
25183,AITraining,581,19,82,Low,RegionD,150,2406,581,NonPreemptive,1.3666666666666667,582.3666666666667
25184,BatchInference,1623,6,232,Medium,RegionC,80,2406,1623,NonPreemptive,3.8666666666666667,1626.8666666666666
25185,BatchInference,551,17,104,Medium,RegionD,80,2406,551,NonPreemptive,1.7333333333333334,552.7333333333333
25186,BatchInference,1816,4,318,Medium,RegionD,80,2406,1816,NonPreemptive,5.3,1821.3
25187,BatchInference,247,19,328,Medium,RegionF,80,2406,247,NonPreemptive,5.466666666666667,252.46666666666667
25188,RealTimeInference,788,3,300,High,RegionA,20,793,788,NonPreemptive,5.0,793.0
25189,AITraining,161,125,310,Low,RegionD,150,2406,161,NonPreemptive,5.166666666666667,166.16666666666666
25190,AITraining,1927,48,358,Low,RegionD,150,2406,1927,NonPreemptive,5.966666666666667,1932.9666666666667
25191,AITraining,1357,87,124,Low,RegionD,150,2406,1357,NonPreemptive,2.066666666666667,1359.0666666666666
25192,AITraining,324,126,343,Low,RegionE,150,2406,324,NonPreemptive,5.716666666666667,329.71666666666664
25193,RealTimeInference,2077,2,51,High,RegionC,20,2078,2077,NonPreemptive,0.85,2077.85
25194,RealTimeInference,698,2,101,High,RegionE,20,700,698,NonPreemptive,1.6833333333333333,699.6833333333333
25195,AITraining,437,83,45,Low,RegionC,150,2406,437,NonPreemptive,0.75,437.75
25196,BatchInference,1445,15,232,Medium,RegionB,80,2406,1445,NonPreemptive,3.8666666666666667,1448.8666666666666
25197,RealTimeInference,1527,2,394,High,RegionB,20,1534,1527,NonPreemptive,6.566666666666666,1533.5666666666666
25198,RealTimeInference,2280,5,358,High,RegionB,20,2286,2280,NonPreemptive,5.966666666666667,2285.9666666666667
25199,AITraining,481,85,193,Low,RegionE,150,2406,481,NonPreemptive,3.216666666666667,484.21666666666664
25200,BatchInference,2318,21,68,Medium,RegionE,80,2406,2318,NonPreemptive,1.1333333333333333,2319.133333333333
25201,BatchInference,92,6,118,Medium,RegionA,80,2406,92,NonPreemptive,1.9666666666666666,93.96666666666667
25202,BatchInference,984,6,201,Medium,RegionA,80,2406,984,NonPreemptive,3.35,987.35
25203,RealTimeInference,1385,6,285,High,RegionA,20,1390,1385,NonPreemptive,4.75,1389.75
25204,RealTimeInference,1798,1,294,High,RegionB,20,1803,1798,NonPreemptive,4.9,1802.9
25205,RealTimeInference,2036,1,247,High,RegionB,20,2041,2036,NonPreemptive,4.116666666666666,2040.1166666666666
25206,BatchInference,291,11,399,Medium,RegionE,80,2406,291,NonPreemptive,6.65,297.65
25207,AITraining,1772,125,291,Low,RegionF,150,2406,1772,NonPreemptive,4.85,1776.85
25208,AITraining,1124,118,307,Low,RegionB,150,2406,1124,NonPreemptive,5.116666666666666,1129.1166666666666
25209,BatchInference,1983,17,71,Medium,RegionB,80,2406,1983,NonPreemptive,1.1833333333333333,1984.1833333333334
